id,date,store_nbr,sales,onpromotion,year,month,day,day_of_week,is_weekend,dcoilwtico,cluster,transactions,sales_lag_7,sales_lag_14,sales_lag_30,sales_roll_mean_7,sales_roll_std_7,family_BABY CARE,family_BEAUTY,family_BEVERAGES,family_BOOKS,family_BREAD/BAKERY,family_CELEBRATION,family_CLEANING,family_DAIRY,family_DELI,family_EGGS,family_FROZEN FOODS,family_GROCERY I,family_GROCERY II,family_HARDWARE,family_HOME AND KITCHEN I,family_HOME AND KITCHEN II,family_HOME APPLIANCES,family_HOME CARE,family_LADIESWEAR,family_LAWN AND GARDEN,family_LINGERIE,"family_LIQUOR,WINE,BEER",family_MAGAZINES,family_MEATS,family_PERSONAL CARE,family_PET SUPPLIES,family_PLAYERS AND ELECTRONICS,family_POULTRY,family_PREPARED FOODS,family_PRODUCE,family_SCHOOL AND OFFICE SUPPLIES,family_SEAFOOD,city_Babahoyo,city_Cayambe,city_Cuenca,city_Daule,city_El Carmen,city_Esmeraldas,city_Guaranda,city_Guayaquil,city_Ibarra,city_Latacunga,city_Libertad,city_Loja,city_Machala,city_Manta,city_Playas,city_Puyo,city_Quevedo,city_Quito,city_Riobamba,city_Salinas,city_Santo Domingo,state_Bolivar,state_Chimborazo,state_Cotopaxi,state_El Oro,state_Esmeraldas,state_Guayas,state_Imbabura,state_Loja,state_Los Rios,state_Manabi,state_Pastaza,state_Pichincha,state_Santa Elena,state_Santo Domingo de los Tsachilas,state_Tungurahua,type_B,type_C,type_D,type_E,actual_sales,predicted_sales,error,abs_error
2520288,2016-11-18,24,21462.0,86,2016,11,18,4,0,45.69,1,2414.0,3793.0,3519.0,3696.0,6738.428571428572,6526.265671810159,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,21462.0,6319.9434,15142.056640625,15142.056640625
2552364,2016-12-06,24,4271.0,109,2016,12,6,1,0,50.95,1,2167.0,3603.0,3735.0,3934.0,8816.857142857143,10097.100547988546,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,4271.0,17837.262,-13566.26171875,13566.26171875
2778975,2017-04-13,32,1433.0,60,2017,4,13,3,0,53.19,3,625.0,5463.0,1972.0,1273.0,7589.571428571428,8889.685087357198,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1433.0,14587.668,-13154.66796875,13154.66796875
2782539,2017-04-15,32,1553.0,68,2017,4,15,5,1,53.19,3,659.0,6251.0,2750.0,1574.0,6878.285714285715,9208.044104916922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1553.0,14554.948,-13001.9482421875,13001.9482421875
2761635,2017-04-03,45,510.427,1,2017,4,3,0,0,50.25,11,292.0,5323.438,6433.346,8012.476,6220.638571428572,3367.8397159579845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,510.427,13473.85,-12963.422609375,12963.422609375
2590050,2016-12-28,31,5676.609,109,2016,12,28,2,0,54.01,10,1638.0,7662.406,4347.97,4883.624,8504.093428571428,3521.456692123548,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5676.609,18579.727,-12903.1175625,12903.1175625
2451330,2016-10-10,39,147.227,0,2016,10,10,0,0,49.76,6,1273.0,164.107,137.869,173.334,12950.410428571427,33788.886643342106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,147.227,12746.538,-12599.3110859375,12599.3110859375
2550582,2016-12-05,24,31689.0,98,2016,12,5,0,0,51.72,1,2143.0,3905.0,3974.0,3563.0,8721.42857142857,10150.241209894852,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,31689.0,19801.14,11887.859375,11887.859375
2578071,2016-12-20,45,29666.0,128,2016,12,20,1,0,52.22,11,5471.0,11244.0,17127.0,17192.0,19680.42857142857,7400.798805019726,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29666.0,17994.484,11671.515625,11671.515625
2741553,2017-03-23,32,14250.0,39,2017,3,23,3,0,47.0,3,718.0,1574.0,1327.0,1288.0,3341.428571428572,4814.870882905131,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,14250.0,3018.7524,11231.24755859375,11231.24755859375
2909844,2017-06-25,54,17614.0,30,2017,6,25,6,1,42.86,3,1003.0,8310.0,13889.0,2112.0,4280.0,5939.794244472335,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,17614.0,6479.126,11134.8740234375,11134.8740234375
2446665,2016-10-07,9,5630.699,94,2016,10,7,4,0,49.76,6,1770.0,5144.128,5130.88,6301.398,9489.879571428572,4006.415723734298,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5630.699,16602.502,-10971.802953125,10971.802953125
2597664,2017-01-01,45,0.0,0,2017,1,1,6,1,53.75,11,1393.0,9332.0,12132.0,8328.0,9223.285714285714,4319.946902231005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10771.772,-10771.7724609375,10771.7724609375
2597772,2017-01-01,48,0.0,0,2017,1,1,6,1,53.75,14,1393.0,17147.0,13814.0,9331.0,9823.0,5031.431870418875,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10666.015,-10666.0146484375,10666.0146484375
2821710,2017-05-07,31,16992.516,49,2017,5,7,6,1,46.23,10,1611.0,6117.32,5565.531,3997.891,6458.25,4792.661734739378,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,16992.516,6391.4414,10601.07459375,10601.07459375
2597103,2017-01-01,3,0.0,0,2017,1,1,6,1,53.75,8,1393.0,9636.0,11297.0,8221.0,8834.285714285714,4035.8797353359264,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,10545.081,-10545.0810546875,10545.0810546875
2454894,2016-10-12,39,159.675,0,2016,10,12,2,0,50.14,6,1070.0,119.624,125.778,140.29001,12951.254714285713,33788.508623511094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,159.675,10624.538,-10464.8630859375,10464.8630859375
2597739,2017-01-01,47,0.0,0,2017,1,1,6,1,53.75,14,1393.0,14584.0,15460.0,12051.0,10321.0,4926.225871124205,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10457.212,-10457.2119140625,10457.2119140625
2597631,2017-01-01,44,0.0,0,2017,1,1,6,1,53.75,5,1393.0,10786.0,14315.0,9130.0,9550.285714285714,4614.926569090259,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10393.77,-10393.76953125,10393.76953125
2597706,2017-01-01,46,0.0,0,2017,1,1,6,1,53.75,14,1393.0,19957.0,14786.0,19540.0,11041.714285714286,5451.898498513616,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10359.462,-10359.4619140625,10359.4619140625
2544246,2016-12-01,46,19540.0,127,2016,12,1,3,0,51.08,14,3177.0,6981.0,6607.0,8579.0,11642.142857142857,4943.93498570288,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19540.0,9193.51,10346.490234375,10346.490234375
2597658,2017-01-01,44,0.0,0,2017,1,1,6,1,53.75,5,1393.0,11829.651,12545.093,7856.485,9269.566,4403.513775370908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10246.893,-10246.892578125,10246.892578125
2597673,2017-01-01,45,0.0,0,2017,1,1,6,1,53.75,11,1393.0,16315.0,17777.0,11055.0,11458.857142857143,5621.809745048664,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,10206.959,-10206.958984375,10206.958984375
2884896,2017-06-11,54,13889.0,26,2017,6,11,6,1,45.82,3,1172.0,4605.0,2683.0,1155.0,5074.285714285715,5236.297028571677,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,13889.0,3867.491,10021.509033203125,10021.509033203125
2453112,2016-10-11,39,149.605,0,2016,10,11,1,0,50.72,6,1318.0,183.746,124.368996,145.807,12945.533142857144,33791.03898977932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,149.605,10153.346,-10003.740703125,10003.740703125
2455719,2016-10-13,12,11609.557,17,2016,10,13,3,0,50.47,15,1083.0,163.206,172.912,140.143,1760.2070001428572,4343.218317323874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11609.557,1741.7402,9867.816765625,9867.816765625
2597640,2017-01-01,44,0.0,0,2017,1,1,6,1,53.75,5,1393.0,15329.0,19155.0,10704.0,9969.57142857143,4811.045584802499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,9864.273,-9864.2734375,9864.2734375
2443530,2016-10-06,20,4010.0,92,2016,10,6,3,0,50.44,6,1357.0,2625.406,3017.12,5864.872,7110.763714285714,3671.5351627594223,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4010.0,13756.453,-9746.453125,9746.453125
2777193,2017-04-12,32,20106.0,64,2017,4,12,2,0,53.12,3,763.0,2312.0,2522.0,1085.0,8165.285714285715,8548.467810360049,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,20106.0,10739.241,9366.7587890625,9366.7587890625
2597730,2017-01-01,47,0.0,0,2017,1,1,6,1,53.75,14,1393.0,8316.0,11318.0,7498.0,7929.571428571428,3713.0161529922016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,9330.558,-9330.5576171875,9330.5576171875
2456676,2016-10-13,39,198.922,21,2016,10,13,3,0,50.47,6,1226.0,223.671,277.758,168.09799,12947.719142857142,33790.06364045584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,198.922,9487.49,-9288.568234375,9288.568234375
2597112,2017-01-01,3,0.0,0,2017,1,1,6,1,53.75,8,1393.0,11883.0,13343.0,8539.0,8247.57142857143,3767.8522997034975,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,8788.268,-8788.267578125,8788.267578125
2597796,2017-01-01,49,0.0,0,2017,1,1,6,1,53.75,11,1393.0,8598.0,11079.0,7301.0,7501.571428571428,3564.667111954138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,8771.182,-8771.181640625,8771.181640625
2597805,2017-01-01,49,0.0,0,2017,1,1,6,1,53.75,11,1393.0,11853.0,12887.0,9044.0,7904.857142857143,3718.805382940943,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,8684.318,-8684.318359375,8684.318359375
2597871,2017-01-01,50,0.0,0,2017,1,1,6,1,53.75,14,1393.0,11715.0,11251.0,7495.0,7391.142857142857,3503.5132571259232,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,8531.675,-8531.6748046875,8531.6748046875
2447766,2016-10-08,39,209.094,0,2016,10,8,5,1,49.76,6,1760.0,199.87,152.165,216.888,12958.275,33785.42165137939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,209.094,8719.868,-8510.7741640625,8510.7741640625
2570778,2016-12-16,40,17114.078,108,2016,12,16,4,0,51.93,3,1488.0,5220.037,6054.963,4211.0,7480.591714285714,4285.3301273295065,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,17114.078,8875.311,8238.767453125001,8238.767453125001
2872134,2017-06-04,46,24744.0,59,2017,6,4,6,1,47.68,14,5025.0,14431.0,17080.0,10486.0,13355.142857142857,6702.874493543057,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24744.0,16521.066,8222.93359375,8222.93359375
